,詞頻
海苔、日式和風醬油、蕃茄醬,1
美國生菜,1
南瓜潛艇堡麵包,1
滿點沙拉,1
魚露汁,1
梅膏,1
黃椒切絲,1
山藥粗絲,1
鹽味精,1
蘿蔓絲,1
【玩梅主義】陳醋老梅膏,1
黃金玄米油,1
五花牛肉片,1
羅美心or生菜,1
牛番茄丁,1
橄欖油、七味粉(辣椒粉也可以)、沙拉醬、熟芝麻,1
旭家蒟蒻麵,1
蔓越莓乾or葡萄乾,1
市售胡麻醬,1
耐烤巧克力豆,1
巴西里(新鮮),1
小茴香(乾燥),1
美極,1
透抽半隻、大陸妹半顆、海帶芽適量、板豆腐1/4盒、蛋兩顆,1
番茄切小塊,1
馬茲瑞拉芝士,1
柚子撥出果肉,1
柚子汁,1
海蝦,1
巴沙米可醋 Balsamic Vinegar,1
第戎芥末醬 Dijon Mustard,1
風乾油漬番茄,1
櫛瓜(Zucchini),1
大洋蔥(2人份),1
帶骨羊肩肉,1
小茴香(dill),1
balsamic vinegar (工研烏醋也行),1
起司酥炸粉,1
玩梅主義-老梅膏,1
蒟蒻麵(1包),1
紅火龍果,1
蝦子(或蝦乾),1
【醬汁】美乃滋,1
橄欖油/義式香料,1
蒜頭粒,1
法國長棍麵包(切片),1
海鹽、黑胡椒,1
鹽、糖、黑胡椒,1
土魠魚切片,1
歐式香料香腸（不是德式脆皮香腸哦！可見下面圖示）,1
鳳梨半顆切片,1
]鹽巴,1
]水,1
番茄切丁,1
新鮮mozarella,1
]鹽,1
木耳切片,1
]胡椒,1
莧菜,1
皮蛋1顆,1
洋蔥半小顆,1
黑橄欖圈,1
巧巴達麵包,1
麻辣鍋湯底,1
【其他】薑,1
【其他】蔥,1
【其他】鹽,1
【其他】胡椒,1
香吉士果肉,1
綠捲、紅捲生菜,1
羅勒（或巴西里）,1
新鮮香吉士原汁,1
鯷魚碎,1
酸豆碎,1
DJ黃芥末,1
手工火腿,1
培根(帶油脂),1
紅蘿蔔切薄片,1
]橄欖油,1
]雪莉醋orbalsamic醋or紅酒醋,1
炸蔥頭片,1
市售烤雞,1
紅酒起司燉牛肉料理包（全聯）,1
燉飯用米,1
家中有的餅乾/ 蘇打餅乾,1
罐裝鮪魚,1
印尼花生膏（也可自製）,1
印尼紅糖,1
鮮搾鮭魚油,1
蝦膏,1
印尼檸檬葉,1
水煮鮪魚罐頭 (油漬的也OK),1
高麗菜 (可換成各種生菜),1
蔬菜罐頭 (剛好家裡有，今天這罐是紅蘿蔔/馬鈴薯/青豆/玉米),1
義大利麵 (我用的是三色的螺旋麵 比較繽紛XD),1
杏胞菇切片,1
帶皮櫻桃鴨胸（生重）,1
去皮雞腿肉,1
蒟蒻麵或冬粉,1
馬司卡彭芝士,1
鹽、黑胡椒粒,1
馬沙拉酒 (Marsala Wine),1
洋菜葉,1
蔬菜沙拉們,1
松葉蟹肉(超市買),1
湯種麵糊,1
熟蛋,1
12兩帶蓋吐司模,1
糖(醃蝦仁),1
太白粉(清洗蝦仁),1
糖(醃豬肉),1
蘇打餅,1
高蛋白粉（巧克力或香草）,1
高麗菜中型,1
紫高麗菜中型,1
乾巴西里,1
中型牛蕃茄,1
腰果or胡桃,1
泰式甜酸辣醬,1
香菜/蔥花,1
(調味料) 魚露,1
(調味料) 辣椒,1
蛋白粉（薄荷巧克力口味）,1
(調味料) 糖,1
(調味料) 檸檬,1
小黃瓜或A菜心,1
(調味料) 花生,1
蔓越莓幹切碎,1
麵大師老麻辣干溜拌麵,1
起司乳酪,1
康寶鮮味炒手鰹魚風味,1
低脂花生粉,1
寡糖酸辣醬（選）76.3卡,1
洋蔥酸辣醬（選）109.5卡,1
寒天脆藻,1
vitafiber(異麥芽寡糖,1
高熔點起司或起司絲,1
七彩巧克力條,1
有機羅蔓、有機小黃瓜、有機西洋芹、有機紫高麗、有機蘋果、有機小蕃茄,1
有機水果,1
有機紅酒醋,1
地瓜(紫色、黃色),1
小黃瓜一條,1
小紅辣椒切成小粒,1
哈密瓜南瓜(任何品種皆可),1
杏鮑菇(大),1
有機黃金胡蘿蔔(紅蘿蔔亦可),1
有機沙拉(原味&水果),1
蒜頭剁成蓉,1
蒜頭，剁成蓉,1
蔓越莓乾切碎,1
新鮮蕃茄,1
水牛乳酪  Burrata Mozzarella,1
(調味料)初榨橄欖油,1
,1
鴨柳條,1
有機無蛋原味沙拉,1
有機無蛋水果沙拉,1
七味粉/鹽,1
(調味料)鹽巴,1
薑汁/白醋,1
青瓜/生菜,1
(調味料)黑胡椒,1
Balsamico紅酒醋,1
蛋白granola,1
法國麵包薄片,1
味霖or代糖,1
半熟蛋,1
三色丁,1
瑤柱汁,1
黑醋 Balsamic vinegar,1
大蒜，切碎,1
三寶米,1
墨西哥辣椒水,1
麵大師櫻花蝦蔥油拌麵,1
金奇異果/奇異果,1
紫洋蔥，切碎,1
蒜味醃製小黃瓜,1
小黃瓜，去籽 切丁,1
baby corn,1
牛蕃茄，去籽 切丁,1
小磨坊辣炒肉片醬,1
香菜，切碎,1
鴨胸，去筋,1
紅葡萄袖,1
巴薩米酒醋,1
薄荷巧克力,1
乾蘿勒葉,1
小型長條火腿,1
(醬汁)黑胡椒,1
調味料: 日式醬油,1
(醬汁)薄鹽醬油,1
纖吃纖盈 低卡珍珠蒟蒻米,1
蒟蒻麵條,1
椰糖或砂糖,1
(醬汁)黃芥末仔,1
(醬汁)鹽,1
低卡珍珠米,1
(醬汁)柚子醬,1
海苔未/柴魚片,1
蘋果(帶皮),1
果醋：橄欖油,1
水煮藕片,1
桂格蜂蜜麥片,1
(醬汁)白醋,1
(醬汁)味醂,1
1/3罐椰奶、1小塊咖哩、水一碗,1
時蔬,1
新鮮百里香及薄荷,1
去核綠橄欖,1
低卡珍珠蒟蒻米,1
橄欖 油,1
檸檬汁(或無鈉白酒醋),1
鮪魚(無刺),1
葡萄乾或熟堅果類,1
紅色番薯,1
黃色番薯,1
(醬汁)瑞西沙拉,1
(醬汁)柳丁,1
(醬汁)黃檸檬or橘子,1
(醬汁)橄欖油,1
奇亞籽或亞麻籽,1
西洋芹、大陸妹、秀珍菇、熟蟹管、冬粉、黃豆芽、蛋,1
調味料-黃芥末醬,1
全蛋水,1
司目魚柳,1
小番茄，對半切,1
培根，切方片,1
舞菇，切開，洗淨,1
辣花生,1
泰式涼拌醬,1
海鮮(如蟹肉腿、鮮蝦、蚌類、中卷、鮑魚…),1
大阪燒餅粉,1
芹菜、切小丁,1
市販烤鰻魚,1
烤鰻魚汁,1
有機黃金胡蘿蔔,1
有機原味沙拉,1
煮滾後的魚露,1
各類水果,1
紅蔥、切小丁,1
[份量],1
調味料-鹽,1
有機嫩波菜葉,1
奶油乳酪(cream cheese),1
有心土雞里肌肉,1
三色椒,1
醃製的小黃瓜汁,1
蝦肉,1
熟的鷹嘴豆（雪蓮子）,1
椰菜(高麗菜),1
小磨坊椰漿,1
水波蛋一個,1
精緻橄欖油,1
意大利黑醋,1
烤的白麵包,1
乾酪起司,1
芝司樂鳳梨起司,1
【醬汁】番茄醬,1
瘦牛肉火鍋片,1
熱水或高湯,1
法式芥末仔醬,1
苜蓿芽豌豆嬰蘆筍玉米,1
蜜柑原汁,1
紅椒末,1
新鮮桑椹,1
桑椹醋,1
桂花魚乾,1
鹽/黑胡椒,1
紅黃甜椒洋蔥杏鮑菇,1
彩色胡椒粉起司粉,1
咖啡液:,1
吉立丁片,1
"醋梅一顆`,梅醋",1
生菜 蕃茄,1
芝麻沙拉,1
海燕窩,1
咖啡酒或白蘭地,1
鯖魚去刺,1
日式和風柚子沙拉醬,1
沙拉醬(甜的美乃滋),1
起司條(焗烤披薩用),1
裝飾,1
中馬鈴薯,1
美乃滋Mayonnaise,1
紅甜椒、青椒,1
法式第戎黃芥末醬,1
黑胡椒牛肉,1
桔子果凍,1
美式沙拉,1
示範,1
長條餐包,1
黃蕃茄,1
.蘋果,1
玊米罐頭,1
慕斯餡:,1
紀州梅,1
九層塔葉切末,1
可可粉（可省略）,1
"檸檬,香油",1
Mizkan味滋康和風醬芝麻風味,1
紅洋蔥絲,1
日本山藥丁,1
調味料:海鹽 橄欖油 紅酒醋,1
紅、黃彩椒丁,1
薇達百香果醬,1
鹽和酒,1
蜂蜜（非必要）,1
黑胡椒粉/粒,1
玉米、紅蘿蔔等,1
綠藻,1
紅藻,1
素蠔油或醬油膏,1
"沙拉醬,乳酪粉",1
茡薺,1
紅黃番茄對切,1
中型蕃茄丁,1
MYPROTEIN 曲奇預拌粉,1
汁(任何),1
秋葵切小段,1
雜糧麵包（85度c買的）,1
Bulgur麥,1
粉皮(同芋絲),1
鹽、橄欖油,1
鯖魚片,1
鮭魚奶油風味義大利麵（7-11,1
豆漿or水or鮮奶,1
樓氏甲午年五運六氣司天之氣茶包,1
水果(柳丁/草莓),1
紅蝦仁,1
紅黃椒絲,1
裝飾用綠橄欖,1
林鳳營優酪乳,1
檸檬皮和汁,1
蔬菜(生菜、甜椒、番茄、玉米、黃瓜...),1
水果玉米(切三段),1
鯛魚切片,1
蝦 (去蝦頭(殼)、腸泥),1
黃金蕃茄、聖女番茄,1
香菜切碎末,1
柳丁擠汁,1
薇達頂級初搾橄欖油,1
泡飽水的濕黃豆,1
中型青木瓜,1
紅番茄大一顆或小番茄10顆烤過的蝦乾一小把熟花生40克辣椒一條香菜2株,1
全麥蛋餅皮,1
大蒜末2瓣檸檬汁一顆量羅望子醬一匙魚露2大匙椰糖適量,1
香油/醬油膏/糖/七味粉/辣椒醬,1
鹽 ＋ 糖,1
餃子皮,1
香菜(可省),1
脆皮甜筒杯,1
海梨,1
籚筍、罐頭玉米筍、小黃瓜、蕃茄....,1
糖(醃料),1
洋香菜或羅勒,1
大蒜(醃料),1
鹽及粗粒黑胡椒,1
羅勒(或九層塔),1
冷凍真空包的熟魚卵,1
黑麻油或沙拉,1
即食咖喱醬包,1
吉利T(果凍粉),1
金棗果醬,1
糙米藜麥飯（熟重）,1
玉片碎片,1
豬排醬,1
雞蛋打成蛋液,1
"乳酪粉,杏仁角",1
"紅蘿蔔,韭菜花",1
四色蔬菜丁,1
日式竹輪,1
帕瑪森肉醬義大利麵（7-11）,1
香草香料粉,1
紅色小番茄,1
橘色小番茄,1
法式芥茉子醬,1
無糖紅茶,1
櫻花蝦乾,1
西班牙甜紅椒粉,1
洋生菜，蕃茄小黃瓜,1
龜甲萬鰹魚和露,1
彩糖,1
巧克力屑,1
鹽彩色胡椒,1
Niji’s Diet日機纖果奶昔【野莓皇后】,1
陳醋老梅膏,1
瑞囍特製橄欖油,1
多利魚片,1
百頁豆腐,1
義大利白醋,1
MP高蛋白曲奇餅乾預拌粉,1
[橄欖羅勒沙拉],1
Myprotein 香草高蛋白,1
黃檸檬皮屑,1
和風醬油露,1
雙色甜椒,1
黑、綠醃漬橄欖,1
可生食用生菜＆水果,1
得意的ㄧ天橄欖油,1
芋頭（約700g),1
彩椒(紅、黃、橘),1
溫室小番茄,1
番茄（有機桃太郎品種）,1
大娃娃菜,1
果汁:蘋果 芹菜 小黃瓜,1
烤雞肉絲,1
土司麵包,1
白金柚,1
墨西哥辣味乾酪,1
梅狀元陳醋老梅膏,1
桂冠蝦球,1
芒果條,1
桂冠德式起司腸,1
小圓餅乾,1
四號海爺紅油皮蛋醬,1
青瓜條,1
蟳味棒5條,1
椒鹽粉、鹽,1
水蜜桃片,1
羊肉絲（任何肉都可,1
蒜苗（可有可無）,1
芒果布丁,1
茴香莖,1
鷹牌練奶,1
火龍果條,1
花枝餃,1
調味料︰大蒜(生熟皆可),1
豆漿濾布,1
薄荷葉(或香菜),1
新鮮荷蘭芹,1
蔬菜切小塊（我用青江菜）,1
蝦餃,1
蒟蒻花枝,1
"和風沙拉醬,水果醋",1
草莓 黃瓜 紅蘿蔔 萵苣,1
水份（我用無糖杏仁奶）,1
"鹽,胡椒粉",1
中粉,1
豬肉末,1
Myprotein 原味鬆餅粉,1
高麗菜及金針菇,1
迷你瑪芝拉乳酪球,1
豬肉貢丸,1
紅麴,1
鮮芒果絲,1
冷凍蟹肉,1
萵苣葉&吐司,1
越南河粉米紙,1
博客慕尼黑三明治火腿,1
綠色，紅色玻璃紙,1
纖吃纖盈蒟蒻麵,1
海苔南瓜子脆片,1
生奶或是鮮奶,1
餐巾紙,1
"醋,醬油",1
帕馬森cheese,1
"蔥末,薑末,蒜末,辣椒",1
現磨帕馬森起司,1
味霖或糖少許,1
檸檬汁或梅子汁,1
芝麻生菜,1
玉米粒(罐頭),1
濃縮葡萄酒醋,1
甘筍條,1
低脂火雞片,1
7-11 燻雞凱薩沙拉,1
生菜、洋蔥,1
水煮鮪魚(罐頭),1
鹽巴、日式醬油,1
地瓜（小）,1
梅狀元老梅膏,1
柴魚汁,1
QQ軟糖,1
小聖女番茄,1
優格(不限廠牌),1
穀盛芝麻脆綠鮮,1
洋前車子粉（可省略）,1
調味料︰橄欖油,1
日式胡麻味噌沙拉醬,1
蔬菜(自己喜歡就好),1
黑色去核橄欖,1
羊乳酪,1
覆盆莓口味乳清,1
起司刨片,1
棉糖,1
雙倍巧克力蛋白酥脆麥片,1
波菜葉,1
韓國辣醬,1
韓國優格乳清蛋白粉,1
桂格大燕麥片,1
罐頭黑橄欖切片,1
韓國辣醬(醃料),1
胡椒粉(醃料),1
鳳梨切片狀,1
紅/紫洋蔥,1
巧克力高蛋白粉,1
Vitafiber異麥芽寡糖粉,1
傳統板豆腐,1
市售凱撒醬,1
人造蟹柳,1
橄欖油 海鹽 紅酒醋,1
Kewpie BB蛋黃醬,1
有名堂貴妃鮑片,1
"鹽巴,蠔油",1
葡萄 蘋果 小黃瓜 檸檬,1
胡椒香蒜粉,1
原味喜瑞兒,1
低溫烘焙原味松子,1
榤瓜,1
有機檸檬,1
貴妃鮑片,1
羅美心,1
蘋果切大丁狀,1
小黃瓜切長片狀,1
【北海道直送水產】時鮭,1
蓋世達人龍蝦沙拉,1
Up低溫嫩雞包,1
辣椒切片,1
辣雞醬,1
黃萊姆,1
蒔蘿dill,1
泡菜(醃料),1
山頭火拉麵包（7-11）,1
彩椒切絲,1
河粉,1
桂冠蟹肉棒,1
高梁58%,1
沙堡,1
果汁機或調裡機,1
牛頭牌玉米粒,1
洋蔥、佐料,1
美生菜切丁,1
西洋芹斜切成段狀,1
鮭魚生魚片,1
Myprotein 蛋白粉,1
A,1
B,1
C,1
D,1
E,1
紅生菜(或火焰生菜),1
紅胡蘿蔔,1
義大利麵Gigantoni,1
可果美蕃茄鍋高湯,1
豬火鍋肉片,1
青椒(紅和黃),1
佐料,1
佐料（海鹽、洋蔥、蒜、辣椒等）,1
牛排一塊,1
肉桂口味乳清蛋白,1
小磨坊-照燒雞腿醬,1
小卷，用熱水燙熟備用。,1
芥茉日式和風醬,1
豬里肌05cm厚,1
蒜味土司,1
芥茉油醋醬,1
綠花椰菜，切成小朵,1
青蔥 ，切蔥花,1
松子，略烤過,1
Feta乳酪,1
義大利平葉巴西利切碎,1
法式麵包,1
醬油.米酒,1
水果沙拉醬,1
義大利蝴蝶麵,1
鮪魚缶頭,1
摩洛哥小米(couscous),1
鮪魚生魚片,1
蒜味醬,1
PB2低脂花生粉,1
調味：水,1
原味乳清蛋白或豆漿,1
九層塔末,1
調味：檸檬汁,1
調味：白醋,1
調味：糖,1
調味：鹽與柴魚精,1
胡椒粉（可省略）,1
日本美乃滋,1
甜雞醬,1
為卡蒟蒻麵條,1
調味：香油,1
紅蘿蔔（刨絲或切細絲）,1
低卡巧克力糖漿,1
葡萄柚皮刨絲,1
蘿蔔櫻桃,1
肉骨茶包,1
綠捲鬚菜,1
優格(口味隨喜好即可),1
檸檬[醬料],1
馬芝瑞拉起司(mozzarella),1
(黃)天貝,1
甜羅勒葉(Sweet Basil),1
冷凍沙拉蝦,1
新東洋急凍白蝦,1
便利商店綜合水果,1
魚露[醬料],1
酪梨(吃軟不吃硬唷),1
洋蔥末,1
蘋果醋(檸檬汁),1
巧克力榛果醬,1
悶燒杯,1
明太子(蝦卵)拌飯料,1
糖[醬料],1
洋蔥切絲,1
法式麵包,1
土司丁,1
香菜、甜豆,1
鴨菲力,1
蘋果醇,1
波菜切段,1
美乃滋番茄醬,1
黃紅椒,1
蒜頭（帶皮）,1
燙青菜,1
蘿曼沙拉,1
草莓片,1
鮮奶油/全脂牛奶,1
豬背骨,1
pizza cheese,1
墨西哥薄餅皮,1
香菜去梗留葉。,1
聖女蕃茄，切成對半。,1
芝麻沙拉葉(家樂福有賣),1
片栗粉,1
雞胸肉（切小塊）,1
711芝麻沙拉醬,1
牛蒡天婦羅,1
梨山蜜蘋果,1
蜂蜜醋,1
烹大師(可省略),1
超濃無糖豆漿,1
烘焙紙或鋁箔紙30×20cm,1
美白菇或鴻喜菇,1
(紅)紅蘿菠,1
馬鈴薯切丁蒸熟,1
紅蘿蔔切丁蒸熟,1
薑末、蔥末,1
火腿片切丁,1
美乃滋、胡椒粉,1
去籽的金桔,1
越南米紙springrollskin,1
蝦仁shrimp,1
匈牙利紅椒粉家樂福有賣,1
番茄 切瓣,1
起司粉（可省略）,1
海鹽黑胡椒,1
原味乳清蛋白飲（泡好）,1
(綠)四季豆,1
牛奶或豆漿,1
(黑)木耳(濕),1
711和風沙拉醬,1
無糖優格或酸奶油SourCream,1
白芝麻粉醬,1
花椰菜（切小塊）,1
紅羅菠,1
日式高湯烹大師加水亦可,1
泰國粿條ricestick,1
香菇粒,1
橄欖麵包,1
白胡椒、,1
薑片（可省略）(去腥用),1
【日正】中筋麵粉,1
【日正】寶島太白粉,1
巴沙米哥醋,1
【日正】白胡椒粉,1
【日正】白芝麻香油,1
蒜頭，切成碎細未。,1
【日正】綠晶粉絲,1
大杏包菇,1
檸檬（可省略）,1
薑片，切成碎細未。,1
辣椒，去頭與仔後，並切成碎細未。,1
洋蔥，切成細絲。,1
中芹去葉後，其梗切成小段。,1
辣椒（切碎）,1
和風昆布醬油,1
任何一種起司,1
馬鞭草花茶,1
手捲海苔,1
去邊吐司,1
馬鈴薯切塊蒸熟,1
雞蛋切丁,1
洋蔥（切細碎）,1
花椰菜取花的部份燙熟,1
黃瓜片,1
▊調味料 ▊糖,1
▊調味料 ▊白開水,1
▊調味料 ▊白醋,1
▊調味料 ▊檸檬汁,1
Sauce：蜂蜜,1
"Sauce：優格,沙拉醬",1
"蘋果,原味穀片,堅果",1
"蘿蔓生菜,小黃瓜,黃蕃茄",1
Feld沙拉,1
salt,1
pepper,1
100度C熱水,1
百家珍58藜麥高粱醋,1
蒟蒻1片,1
急凍有機粟米粒,1
蒜頭 (切成末狀),1
紅蘿菠絲,1
市售任意泡菜,1
巧克力塊,1
馬鈴薯、洋蔥,1
紅糖、巧克力粉,1
有機芹菜,1
哥斯大黎加黑蜜咖啡,1
決明子,1
山楂乾,1
小磨坊百搭香草粉,1
毛豆莢,1
炸豆包,1
樹頂100%純蕃茄汁,1
高蛋白粉（巧克力口味）,1
香橙干邑酒,1
高鈣燕麥片,1
醃料：辣豆瓣醬,1
全麥/低筋麵粉/杏仁粉,1
高蛋白粉巧克力口味,1
G7咖啡粉,1
白糖粉,1
鬆餅粉(高蛋白),1
即溶燕麥,1
糖(羅漢果糖),1
水(3碗),1
巧克力餅乾,1
松子或無調味堅果,1
香蕉（熟軟）,1
鹼粉,1
糖／鹽／黑胡椒碎,1
意大利芫荽碎,1
起司片（家福進口乾酪切片）,1
提拉米蘇高蛋白粉,1
95%巧克力,1
6吋烤模,1
白楜椒,1
柯克蘭杏仁粉,1
中華嫩豆腐,1
茅乃舍招牌湯包,1
小磨坊鹹酥雞椒鹽,1
Myprotein乳清蛋白粉,1
花枝片,1
北海道乳清,1
芝麻乳清,1
無鋁泡打粉(可有可無),1
全粒麵粉,1
讚岐烏龍麵,1
好優牛奶優格,1
核桃醬,1
蒜末（或洋蔥）,1
分離乳清蛋白,1
龍鳳冷凍毛豆，料理比較快,1
豬排骨,1
乾燥金針花,1
剁骨腿,1
剝皮辣椒汁,1
凌檬汁,1
日本七味粉,1
金針,1
三倍蛋白希臘優格,1
燕麥穀片,1
全脂鮮乳,1
杏仁奶或牛奶,1
米酒/鹽,1
排骨肉,1
醃料：薑片,1
核桃（先烤過敲碎）,1
醃料：蒜片,1
vinegar,1
十六穀米（熟重）,1
麵包屑,1
勾芡：水,1
勾芡：花椒,1
green apple,1
extra olive virgin oil,1
奇福餅乾混oreo餅乾,1
"醬油,蠔油,鹽巴",1
無糖棉花糖,1
巧克力高蛋白乳清,1
赤藻糖醇or羅漢果糖,1
黑糖或羅漢果糖,1
青醬（好市多）,1
蔬菜(洋蔥、青蔥,1
菇菇(任何菇類都行),1
原味香腸,1
芒果味營養蛋白粉,1
馬鈴薯麵疙瘩,1
新鮮的MozzarellaCheese,1
忠字號麻辣醬,1
李錦記干貝醬,1
洋蔥、紅蘿蔔,1
帕瑪森起司刨絲,1
菇(鴻喜菇、袖珍菇...,1
萬家香和風沙拉醬,1
蒟篛,1
see weed,1
大蒜切片,1
lemon,1
coriander,1
ham,1
水煮蔬菜,1
希臘式優格無糖,1
果乾麥片（可不加,1
冷凍香蕉,1
黑松露蕈菇醬,1
香草味營養蛋白粉,1
備料：辣豆瓣醬,1
羅勒葉（九層塔,1
樹頂純番茄汁,1
備料：醬油,1
大豆蛋白,1
醉雞(全聯購入),1
巧克力口味乳清蛋白,1
北海 鱈魚香絲,1
千張餅皮(豆腐皮),1
備料：花椒,1
醃料：味霖,1
醃料：醬油,1
黑胡椒粗鹽,1
高蛋白抹醬,1
備料：蔥花,1
希臘式優格,1
甜菊糖液,1
巧克力味營養蛋白粉,1
大燕麥片（已熟化）,1
爆米香粒,1
蛋白乳清,1
堅果醬or椰子油,1
低脂奶或燕麥奶,1
無糖糖漿,1
勾芡：蓮藕粉or太白粉,1
葡萄乾或蔓越莓乾,1
營養蛋白粉香草口味,1
巧克力醬,1
燕麥穀物,1
果乾燕麥,1
冷凍冰捲,1
香菜cilantro,1
豌豆(荷蘭豆) 掐頭去尾,1
熟香蕉(外皮帶黑點）,1
時疏,1
香淳沙拉醬,1
燕麥片,1
奇異果（約5圓）,1
蘭姆酒（可不加）﻿﻿,1
萵苣（約2圓）,1
牛頭牌咖哩原味,1
奇異果片（約5圓）,1
鱈魚約200克,1
其他蔬菜（約5圓）,1
素蟹肉棒,1
肥牛片,1
蛋白5只,1
Zespri奇異果黃.綠,1
草莓.紅毛丹.椰果.優格,1
﹝醬汁﹞蛋豆腐醬汁,1
[材料雞腿肉（約20圓）,1
刈包,1
低脂肪牛絞肉,1
玉女小番茄、切半,1
培跟,1
綜合蔬菜/海帶,1
鴕鳥肉沙朗肉片,1
十六穀米（三好米）,1
洋蔥、切絲,1
朝天椒、去籽切細末,1
香菜、切碎,1
義大利麵/1人75克量,1
小黃瓜、切小滾刀塊,1
花生粉 (自選）,1
小磨坊韓式辣炒醬,1
義大利麵醬（De Cecco),1
山茶花籽油,1
檸檬、擠汁,1
蔬菜(空心菜，高麗菜，小黃瓜，豆芽菜),1
紅蔥頭(油蔥酥),1
花生醬磚,1
羅美沙拉,1
水煮四季豆,1
約橙汁檸檬汁醋兩倍量的植物油、葵花油沙拉油均可,1
紫洋蔥，切絲,1
小磨坊-熱炒麻婆豆腐,1
雞蛋豆腐（大漢）,1
透抽 (可不用),1
洋菜,1
和柳橙汁檸檬汁等量的蘋果醋或香檳醋,1
ZESPRI奇異果,1
ZESPRI黃金奇異果,1
大蒜麵包,1
蝦子(去殼留尾),1
無油煎雞胸肉,1
甘樹子（高慶泉-全聯）,1
大漢雞蛋豆腐,1
Spark Shake 煎茶,1
蘋果切絲,1
碗豆仁,1
滑豆腐,1
纖吃纖盈低卡蒟蒻米,1
蜂蜜 ﻿﻿,1
現磨花椒末,1
桂冠輕鬆生活蝦仁炒飯,1
小型蜜橘，切橫片,1
廣式肝腸,1
檸檬的皮，用磨皮器取皮,1
鹽  白胡椒粉,1
酪梨，切薄片,1
柳橙的皮，用磨皮器取皮,1
料理豆腐,1
新鮮羅勒葉(九層塔),1
義大利麵醬(紅醬),1
自製百香果醬,1
Spark Shake 蛋白粉,1
日本茂谷柑,1
楊桃,1
洋香菜(Parsely),1
梅子醬油露,1
市售熟綠竹筍,1
軟質原味起司,1
橄㰖油,1
乾起司,1
i58 特調醬汁(如下),1
熟鮮蝦,1
月桂葉（小磨坊）,1
紅酒燉牛肉,1
【醃料】蔥,1
義大利麵（生重）,1
【醃料】蛋,1
鮪魚玉米罐頭,1
喜年來餅乾,1
白醋/薑汁/味淋,1
羅勒(九層塔),1
i58特調醬汁(如下),1
和風沙拉醬(好市多),1
香菜根碎,1
de cecco 番茄義大利醬,1
紅辣椒碎,1
香茅碎,1
醃蔥頭碎,1
醃蒜頭碎,1
緋魚子醬,1
季節時蔬,1
聖女蕃茄，切半,1
大蒜，切片,1
食鹽/胡椒粉,1
蘆筍，去皮,1
帕瑪乳酪,1
米霖香油鹽,1
軟殼蟹,1
「調味」美乃滋,1
SunGold奇異果,1
餐包(小菠蘿/可頌),1
荷包蛋,1
酥炸粉,1
厚吐司,1
薯泥(馬鈴薯+地瓜+紅蘿蔔),1
去邊白吐司,1
紫白洋蔥,1
挪威鯖魚,1
小磨坊打拋風味醬,1
蔥花/薑/蒜,1
水or杏仁奶,1
蘿蔓心生菜,1
義大利螺絲麵,1
白楜椒粉,1
非基因改造黃豆,1
蕃茄醬包,1
豆腐、黑木耳、毛豆,1
洋蔥taiwan,1
奇異果(以較具甜度者為佳),1
巧克力糖漿,1
高鮮味精,1
香酥排丁,1
芥末醬或奶油或大蒜醬,1
蕃茄牛番茄,1
香芹末,1
水煮熟蝦,1
義大利麵（乾）,1
天使細麵12mm,1
ZESPRI 綠奇異果,1
五穀米（熟重）,1
小黃瓜、紅黃彩椒,1
ZESPRI SUN GOLD奇異果,1
泰式葵果甜雞醬,1
蜜餞,1
乳清蛋白粉（原味）,1
黑醋粟,1
1.蘿蔓葉,1
1凱撒脆綠鮮,1
2起司粉,1
3奶油,1
雞胸肉（無皮）,1
去皮雞胸肉（生重）,1
酒醋或果醋,1
馬鈴薯小型,1
紅肉地瓜小型,1
萵苣類葉菜,1
Chickpea鷹嘴豆,1
小麥春捲皮,1
黑胡椒粉（可省略）,1
千島沙拉或醬油膏,1
特製水果沙拉醬,1
橙醋,1
2.培根肉,1
沾麵醬,1
雞蛋(可不加,1
切片番茄,1
芝司樂起司片,1
義大利老麵恰巴提尼（好市多）,1
溫牛奶,1
洋蔥切小丁,1
Olive oil橄欖油,1
紅蘿蔔刨成絲後切成小丁,1
3.法國麵包,1
香濃椒鹽粉,1
朱記原味香腸切片,1
仙草凍,1
SparkShake紅茶拿鐵,1
杏鮑菇切塊,1
黑胡椒(鹽),1
小顆蘋果,1
特製涼拌醬汁,1
海苔口味洋芋片,1
番薯 削皮 切塊,1
蛋（中型）,1
製作《麵糰》,1
大鍋熱水,1
羅美沙拉葉,1
洋蔥 切粗絲,1
香蕉（中型）,1
蜂蜜或糖蜜（最好是零卡）,1
芝思樂起司,1
馬鈴薯 削皮 切塊,1
大蒜  切碎,1
奶油或冰淇淋,1
四季豆  掐頭去尾 切段,1
萵巨lettuce,1
低筋麵粉（可不加）,1
土司切邊,1
製作《蔥花餡》,1
蔥花（可省略）,1
雞胸肉（泡鹽水半天.切小塊狀）,1
準備《蔬果餡料》,1
阿根廷天使紅蝦,1
菇類（1-2種）,1
雞蛋（蛋液）,1
豬油或沙拉油,1
鹽、醬油、胡椒,1
鹹鴨蛋（剁細碎）,1
乳清蛋白（可加可不加）,1
蔓越莓果汁,1
